po_line_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost,line_total
2195,924,530,4,4,230.83,923.32
2196,925,2,198,198,16.87,3340.26
2197,925,8,96,96,56.16,5391.36
2198,925,12,12,12,13.19,158.28
2199,925,34,12,12,26.03,312.36
2200,926,41,12,12,263.86,3166.32
2201,926,50,12,12,468.57,5622.84
2202,927,114,29,29,196.91,5710.39
2203,927,117,24,24,357.49,8579.76
2204,927,160,24,24,64.76,1554.24
2205,927,167,24,24,48.25,1158.00
2206,928,199,54,54,35.36,1909.44
2207,928,217,42,42,38.97,1636.74
2208,929,245,8,8,67.17,537.36
2209,930,275,12,12,128.45,1541.40
2210,930,292,12,12,213.69,2564.28
2211,930,297,12,12,90.99,1091.88
2212,930,302,48,48,214.74,10307.52
2213,930,325,18,18,25.42,457.56
2214,930,326,24,24,19.43,466.32
2215,930,331,8,8,15.99,127.92
2216,930,332,6,6,42.49,254.94
2217,931,403,6,6,91.18,547.08
2218,931,423,24,24,124.01,2976.24
2219,932,535,6,6,217.43,1304.58
2220,932,564,12,12,173.51,2082.12
2221,933,1,48,48,18.19,873.12
2222,933,32,6,6,40.31,241.86
2223,934,43,36,36,293.78,10576.08
2224,935,73,84,84,32.52,2731.68
2225,935,96,24,24,70.16,1683.84
2226,936,124,30,30,92.34,2770.20
2227,936,129,27,27,421.07,11368.89
2228,936,147,36,36,27.00,972.00
2229,936,155,24,24,48.72,1169.28
2230,936,157,2,2,41.79,83.58
2231,936,161,3,3,34.14,102.42
2232,937,196,12,12,50.02,600.24
2233,937,210,24,24,43.50,1044.00
2234,937,223,42,42,45.71,1919.82
2235,937,229,6,6,28.29,169.74
2236,938,254,12,12,47.54,570.48
2237,939,321,6,6,41.50,249.00
2238,939,322,6,6,12.44,74.64
2239,940,354,24,24,188.46,4523.04
2240,941,390,3,3,76.54,229.62
2241,941,435,12,12,95.17,1142.04
2242,942,453,12,12,71.69,860.28
2243,943,510,4,4,76.54,306.16
2244,943,529,1,1,219.86,219.86
2245,944,539,6,6,301.45,1808.70
2246,944,558,24,24,402.06,9649.44
2247,945,15,42,42,19.97,838.74
2248,946,105,48,48,204.92,9836.16
2249,946,136,18,18,215.12,3872.16
2250,946,169,24,24,28.63,687.12
2251,947,184,24,24,16.61,398.64
2252,947,213,42,42,50.60,2125.20
2253,948,238,18,18,90.42,1627.56
2254,948,263,54,54,41.66,2249.64
2255,949,319,6,6,49.30,295.80
2256,950,401,9,9,60.00,540.00
2257,950,409,6,6,109.26,655.56
2258,950,421,12,12,265.96,3191.52
2259,950,433,19,19,181.32,3445.08
2260,951,490,2,2,118.21,236.42
2261,951,521,6,6,160.60,963.60
2262,951,532,6,6,105.68,634.08
2263,952,10,7,7,36.75,257.25
2264,953,40,21,21,463.24,9728.04
2265,954,125,24,24,470.42,11290.08
2266,954,127,168,168,494.47,83070.96
2267,954,144,3,3,42.35,127.05
2268,955,177,1,1,61.31,61.31
2269,956,258,6,6,119.18,715.08
2270,957,311,12,12,34.48,413.76
2271,957,314,28,28,60.32,1688.96
2272,957,324,18,18,26.36,474.48
2273,958,370,12,12,75.36,904.32
2274,958,399,12,12,74.98,899.76
2275,958,412,60,60,133.58,8014.80
2276,959,470,4,4,155.29,621.16
2277,959,487,4,4,46.26,185.04
2278,960,555,6,6,215.74,1294.44
2279,961,24,12,12,27.10,325.20
2280,962,49,6,6,160.50,963.00
2281,962,54,32,32,174.45,5582.40
2282,962,59,36,36,231.01,8316.36
2283,962,64,6,6,705.33,4231.98
2284,962,66,18,18,197.59,3556.62
2285,963,75,24,24,39.67,952.08
2286,963,99,14,14,39.21,548.94
2287,964,106,6,6,204.29,1225.74
2288,964,107,12,12,163.34,1960.08
2289,964,162,36,36,28.20,1015.20
2290,965,198,24,24,42.98,1031.52
2291,965,219,36,36,32.87,1183.32
2292,965,221,12,12,22.18,266.16
2293,965,227,12,12,16.07,192.84
2294,966,264,60,60,99.20,5952.00
2295,967,306,18,18,17.48,314.64
2296,968,369,48,48,291.77,14004.96
2297,969,372,1,1,57.76,57.76
2298,969,386,36,36,91.72,3301.92
2299,969,393,40,40,40.12,1604.80
2300,969,396,1,1,100.05,100.05
2301,970,546,12,12,337.37,4048.44
2302,970,563,6,6,277.48,1664.88
2303,971,20,1,1,49.15,49.15
2304,971,26,24,24,26.51,636.24
2305,971,30,24,24,29.52,708.48
2306,972,42,24,24,217.80,5227.20
2307,972,47,36,36,210.96,7594.56
2308,972,67,24,24,510.96,12263.04
2309,973,88,48,48,48.28,2317.44
2310,974,104,36,36,358.62,12910.32
2311,974,128,12,12,291.91,3502.92
2312,975,179,36,36,24.56,884.16
2313,975,185,12,12,41.78,501.36
2314,975,188,12,12,20.57,246.84
2315,975,200,36,36,42.98,1547.28
2316,975,203,84,84,30.56,2567.04
2317,975,216,72,72,42.01,3024.72
2318,975,233,12,12,56.93,683.16
2319,975,236,36,36,26.15,941.40
2320,976,266,1,1,76.64,76.64
2321,976,267,24,24,52.70,1264.80
2322,976,268,12,12,63.01,756.12
2323,977,273,10,10,97.54,975.40
2324,977,274,6,6,109.53,657.18
2325,977,336,19,19,114.09,2167.71
2326,978,428,18,18,68.35,1230.30
2327,979,503,12,12,76.28,915.36
2328,979,517,6,6,54.72,328.32
2329,980,559,6,6,178.36,1070.16
2330,980,597,6,6,143.80,862.80
2331,981,4,6,6,17.46,104.76
2332,981,6,96,96,20.10,1929.60
2333,981,11,48,48,39.25,1884.00
2334,981,17,36,36,19.25,693.00
2335,981,18,24,24,25.72,617.28
2336,981,31,12,12,28.82,345.84
2337,982,38,38,38,153.82,5845.16
2338,982,39,48,48,156.51,7512.48
2339,982,44,96,96,218.99,21023.04
2340,983,111,24,24,245.59,5894.16
2341,983,148,48,48,46.05,2210.40
2342,983,149,12,12,27.44,329.28
2343,983,153,59,59,68.27,4027.93
2344,984,181,24,24,79.52,1908.48
2345,984,224,2,2,46.71,93.42
2346,985,250,4,4,69.38,277.52
2347,985,252,4,4,71.51,286.04
2348,985,257,4,4,51.08,204.32
2349,985,260,57,57,79.02,4504.14
2350,986,288,18,18,161.09,2899.62
2351,986,307,12,12,66.05,792.60
2352,986,317,3,3,48.65,145.95
2353,986,322,6,6,12.44,74.64
2354,986,330,42,42,84.58,3552.36
2355,987,420,5,5,50.50,252.50
2356,988,437,12,12,79.71,956.52
2357,989,528,4,4,127.30,509.20
2358,990,537,12,12,139.64,1675.68
2359,990,547,6,6,267.36,1604.16
2360,991,13,24,24,25.84,620.16
2361,991,28,12,12,41.71,500.52
2362,992,36,168,168,187.93,31572.24
2363,992,57,96,96,102.77,9865.92
2364,993,92,24,24,44.95,1078.80
2365,994,183,12,12,63.60,763.20
2366,994,186,18,18,27.00,486.00
2367,995,240,6,6,72.54,435.24
2368,995,243,10,10,155.97,1559.70
2369,995,246,24,24,94.45,2266.80
2370,996,279,18,18,169.04,3042.72
2371,996,305,54,54,37.54,2027.16
2372,996,333,18,18,55.53,999.54
2373,997,344,12,12,65.04,780.48
2374,997,355,6,6,124.26,745.56
2375,998,376,7,7,70.22,491.54
2376,998,384,30,30,55.69,1670.70
2377,998,430,6,6,182.98,1097.88
2378,999,455,12,12,84.00,1008.00
2379,1000,488,24,24,106.80,2563.20
2380,1000,498,12,12,56.08,672.96
2381,1001,578,8,8,37.74,301.92
2382,1002,5,30,30,91.92,2757.60
2383,1002,7,18,18,10.98,197.64
2384,1002,14,7,7,43.40,303.80
2385,1003,41,12,12,263.86,3166.32
2386,1003,58,18,18,162.92,2932.56
2387,1004,72,19,19,103.58,1968.02
2388,1004,89,24,24,19.16,459.84
2389,1004,97,24,24,31.25,750.00
2390,1005,135,18,18,564.48,10160.64
2391,1005,139,12,12,43.33,519.96
2392,1005,156,24,24,72.15,1731.60
2393,1006,206,20,20,73.38,1467.60
2394,1006,232,18,18,105.26,1894.68
2395,1007,285,24,24,98.93,2374.32
2396,1007,290,6,6,124.57,747.42
2397,1007,304,18,18,26.87,483.66
2398,1007,318,24,24,71.65,1719.60
2399,1007,323,36,36,59.53,2143.08
2400,1007,325,18,18,25.42,457.56
2401,1008,425,18,18,78.64,1415.52
2402,1009,438,3,3,34.94,104.82
2403,1009,447,2,2,73.51,147.02
2404,1010,549,18,18,196.44,3535.92
2405,1011,45,42,42,199.48,8378.16
2406,1011,56,108,108,203.77,22007.16
2407,1012,76,12,12,51.90,622.80
2408,1012,95,24,24,37.39,897.36
2409,1013,131,24,24,104.12,2498.88
2410,1014,208,6,6,31.27,187.62
2411,1014,222,6,6,25.26,151.56
2412,1015,284,12,12,175.56,2106.72
2413,1015,332,6,6,42.49,254.94
2414,1016,351,42,42,66.16,2778.72
2415,1017,449,6,6,113.04,678.24
2416,1018,29,6,6,34.19,205.14
2417,1019,74,24,24,45.58,1093.92
2418,1019,90,12,12,46.66,559.92
2419,1019,102,12,12,48.35,580.20
2420,1020,116,12,12,132.78,1593.36
2421,1020,126,6,6,84.68,508.08
2422,1020,130,24,24,446.83,10723.92
2423,1020,166,6,6,25.97,155.82
2424,1021,177,1,1,61.31,61.31
2425,1021,180,44,44,27.59,1213.96
2426,1021,195,12,12,48.33,579.96
2427,1021,234,6,6,27.02,162.12
2428,1022,342,6,6,73.12,438.72
2429,1022,361,9,9,208.47,1876.23
2430,1023,371,16,16,128.28,2052.48
2431,1023,424,12,12,111.63,1339.56
2432,1023,431,43,43,81.59,3508.37
2433,1024,442,48,48,42.26,2028.48
2434,1025,544,6,6,180.15,1080.90
2435,1026,35,42,42,499.21,20966.82
2436,1026,37,12,12,304.98,3659.76
2437,1026,60,12,12,271.73,3260.76
2438,1026,63,60,60,179.97,10798.20
2439,1027,141,18,18,42.82,770.76
2440,1027,158,18,18,53.37,960.66
2441,1028,174,12,12,58.83,705.96
2442,1028,187,25,25,44.11,1102.75
2443,1028,230,24,24,34.20,820.80
2444,1029,262,24,24,39.22,941.28
2445,1030,281,18,18,125.76,2263.68
2446,1030,313,6,6,34.24,205.44
2447,1031,338,12,12,138.34,1660.08
2448,1032,426,12,12,78.03,936.36
2449,1033,457,1,1,72.47,72.47
2450,1034,512,12,12,102.80,1233.60
2451,1035,16,24,24,50.86,1220.64
2452,1035,21,12,12,37.58,450.96
2453,1036,53,108,108,165.75,17901.00
2454,1037,82,6,6,33.89,203.34
2455,1037,87,66,66,48.51,3201.66
2456,1038,109,24,24,75.38,1809.12
2457,1038,119,24,24,141.11,3386.64
2458,1039,192,12,12,37.92,455.04
2459,1039,199,54,54,35.36,1909.44
2460,1039,220,6,6,17.00,102.00
2461,1040,245,8,8,67.17,537.36
2462,1040,255,6,6,70.40,422.40
2463,1041,283,6,6,252.81,1516.86
2464,1041,289,18,18,139.81,2516.58
2465,1041,300,24,24,190.74,4577.76
2466,1041,301,36,36,174.30,6274.80
2467,1041,314,28,28,60.32,1688.96
2468,1041,317,3,3,48.65,145.95
2469,1042,366,5,5,96.06,480.30
2470,1043,422,6,6,108.09,648.54
2471,1043,429,12,12,299.56,3594.72
2472,1044,497,6,6,48.24,289.44
2473,1044,516,60,60,54.93,3295.80
2474,1044,526,6,6,133.32,799.92
2475,1044,529,1,1,219.86,219.86
2476,1045,560,6,6,172.32,1033.92
2477,1046,9,48,48,43.31,2078.88
2478,1046,10,7,7,36.75,257.25
2479,1046,15,42,42,19.97,838.74
2480,1046,23,30,30,33.03,990.90
2481,1047,55,24,24,237.81,5707.44
2482,1048,145,22,22,46.79,1029.38
2483,1049,175,12,12,39.87,478.44
2484,1049,204,19,19,20.76,394.44
2485,1050,348,12,12,99.12,1189.44
2486,1051,385,13,13,31.62,411.06
2487,1052,481,12,12,98.28,1179.36
2488,1052,484,12,12,103.13,1237.56
2489,1053,8,96,96,56.16,5391.36
2490,1053,20,1,1,49.15,49.15
2491,1053,33,48,48,49.25,2364.00
2492,1054,79,12,12,78.31,939.72
2493,1054,86,7,7,50.25,351.75
2494,1055,108,36,36,160.14,5765.04
2495,1055,144,3,3,42.35,127.05
2496,1055,161,3,3,34.14,102.42
2497,1056,182,12,12,52.92,635.04
2498,1056,205,12,12,35.31,423.72
2499,1056,212,6,6,35.98,215.88
2500,1056,214,6,6,48.04,288.24
2501,1056,228,18,18,35.55,639.90
2502,1056,233,12,12,56.93,683.16
2503,1057,259,26,26,113.90,2961.40
2504,1058,298,24,24,197.76,4746.24
2505,1058,310,12,12,33.02,396.24
2506,1059,359,24,24,132.53,3180.72
2507,1060,372,1,1,57.76,57.76
2508,1060,396,1,1,100.05,100.05
2509,1060,407,12,12,66.55,798.60
2510,1060,410,24,24,90.96,2183.04
2511,1060,432,8,8,152.74,1221.92
2512,1061,461,36,36,80.02,2880.72
2513,1062,494,48,48,96.52,4632.96
2514,1062,499,24,24,150.82,3619.68
2515,1063,564,12,12,173.51,2082.12
2516,1064,27,48,48,14.58,699.84
2517,1065,42,24,24,217.80,5227.20
2518,1066,73,84,84,32.52,2731.68
2519,1066,84,24,24,53.64,1287.36
2520,1067,120,6,6,97.98,587.88
2521,1067,134,12,12,163.90,1966.80
2522,1068,224,2,2,46.71,93.42
2523,1069,265,24,24,103.51,2484.24
2524,1070,272,13,13,104.19,1354.47
2525,1070,322,6,6,12.44,74.64
2526,1070,331,8,8,15.99,127.92
2527,1070,332,6,6,42.49,254.94
2528,1071,345,12,12,173.88,2086.56
2529,1071,357,11,11,142.09,1562.99
2530,1071,360,18,18,71.03,1278.54
2531,1072,398,24,24,79.94,1918.56
2532,1072,401,9,9,60.00,540.00
2533,1072,414,24,24,159.44,3826.56
2534,1073,457,1,1,72.47,72.47
2535,1074,478,7,7,66.00,462.00
2536,1074,485,12,12,52.14,625.68
2537,1074,486,18,18,48.03,864.54
2538,1074,500,12,12,119.26,1431.12
2539,1074,513,6,6,123.87,743.22
2540,1075,535,6,6,217.43,1304.58
2541,1075,548,12,12,272.77,3273.24
2542,1076,91,24,24,55.86,1340.64
2543,1076,94,36,36,59.29,2134.44
2544,1077,113,6,6,252.71,1516.26
2545,1077,121,6,6,207.01,1242.06
2546,1077,123,24,24,786.06,18865.44
2547,1078,171,5,5,29.11,145.55
2548,1078,229,6,6,28.29,169.74
2549,1079,244,7,7,80.68,564.76
2550,1079,256,6,6,162.95,977.70
2551,1080,321,6,6,41.50,249.00
2552,1080,328,6,6,91.69,550.14
2553,1081,365,12,12,390.49,4685.88
2554,1081,368,24,24,203.41,4881.84
2555,1082,373,24,24,144.28,3462.72
2556,1083,479,6,6,120.30,721.80
2557,1083,489,12,12,75.24,902.88
2558,1084,538,12,12,264.00,3168.00
2559,1084,539,6,6,301.45,1808.70
2560,1085,17,36,36,19.25,693.00
2561,1085,22,12,12,21.61,259.32
2562,1086,77,12,12,23.49,281.88
2563,1086,99,14,14,39.21,548.94
2564,1087,154,12,12,28.30,339.60
2565,1088,197,18,18,46.40,835.20
2566,1088,237,36,36,56.40,2030.40
2567,1089,324,18,18,26.36,474.48
2568,1090,362,24,24,81.28,1950.72
2569,1091,397,12,12,35.36,424.32
2570,1092,438,3,3,34.94,104.82
2571,1093,495,60,60,67.77,4066.20
2572,1094,2,198,198,16.87,3340.26
2573,1094,12,12,12,13.19,158.28
2574,1094,26,24,24,26.51,636.24
2575,1094,31,12,12,28.82,345.84
2576,1095,48,96,96,322.58,30967.68
2577,1095,51,42,42,432.44,18162.48
2578,1096,129,27,27,421.07,11368.89
2579,1096,132,24,24,199.91,4797.84
2580,1097,177,1,1,61.31,61.31
2581,1098,305,54,54,37.54,2027.16
2582,1098,311,12,12,34.48,413.76
2583,1098,336,19,19,114.09,2167.71
2584,1099,378,12,12,30.08,360.96
2585,1099,399,12,12,74.98,899.76
2586,1099,409,6,6,109.26,655.56
2587,1099,433,19,19,181.32,3445.08
2588,1100,437,12,12,79.71,956.52
2589,1101,470,4,4,155.29,621.16
2590,1101,506,6,6,93.92,563.52
2591,1101,528,4,4,127.30,509.20
2592,1102,536,6,6,169.05,1014.30
2593,1102,571,12,12,94.39,1132.68
2594,1103,1,48,48,18.19,873.12
2595,1104,40,21,21,463.24,9728.04
2596,1104,61,24,24,203.32,4879.68
2597,1105,69,36,36,64.15,2309.40
2598,1105,85,12,12,92.59,1111.08
2599,1105,93,36,36,53.83,1937.88
2600,1106,110,6,6,255.09,1530.54
2601,1106,147,36,36,27.00,972.00
2602,1107,173,24,24,36.81,883.44
2603,1107,178,24,24,25.20,604.80
2604,1107,215,12,12,28.31,339.72
2605,1107,217,42,42,38.97,1636.74
2606,1108,251,12,12,121.83,1461.96
2607,1108,257,4,4,51.08,204.32
2608,1109,304,18,18,26.87,483.66
2609,1109,316,12,12,49.39,592.68
2610,1109,330,42,42,84.58,3552.36
2611,1109,333,18,18,55.53,999.54
2612,1110,395,14,14,80.48,1126.72
2613,1110,408,12,12,139.42,1673.04
2614,1111,475,12,12,49.47,593.64
2615,1112,557,24,24,178.21,4277.04
2616,1112,561,4,4,172.62,690.48
2617,1112,568,6,6,48.74,292.44
2618,1113,34,12,12,26.03,312.36
2619,1114,47,36,36,210.96,7594.56
2620,1114,62,12,12,167.13,2005.56
2621,1115,151,31,31,25.88,802.28
2622,1115,164,48,48,24.38,1170.24
2623,1116,207,18,18,50.74,913.32
2624,1117,249,12,12,72.35,868.20
2625,1118,282,12,12,103.57,1242.84
2626,1118,320,24,24,37.35,896.40
2627,1119,352,24,24,131.89,3165.36
2628,1119,356,12,12,95.10,1141.20
2629,1120,419,24,24,102.05,2449.20
2630,1120,420,5,5,50.50,252.50
2631,1121,453,12,12,71.69,860.28
2632,1122,491,6,6,105.63,633.78
2633,1122,517,6,6,54.72,328.32
2634,1122,524,12,12,115.66,1387.92
2635,1123,14,7,7,43.40,303.80
2636,1123,25,24,24,39.35,944.40
2637,1123,30,24,24,29.52,708.48
2638,1124,41,12,12,263.86,3166.32
2639,1124,46,12,12,291.41,3496.92
2640,1124,50,12,12,468.57,5622.84
2641,1124,68,24,24,310.68,7456.32
2642,1125,80,12,12,54.48,653.76
2643,1125,98,12,12,64.42,773.04
2644,1126,124,30,30,92.34,2770.20
2645,1126,142,24,24,34.13,819.12
2646,1126,167,24,24,48.25,1158.00
2647,1127,179,36,36,24.56,884.16
2648,1127,194,24,24,31.22,749.28
2649,1127,206,20,20,73.38,1467.60
2650,1127,213,42,42,50.60,2125.20
2651,1127,216,72,72,42.01,3024.72
2652,1128,293,12,12,368.78,4425.36
2653,1128,297,12,12,90.99,1091.88
2654,1128,308,12,12,41.56,498.72
2655,1128,314,28,28,60.32,1688.96
2656,1128,321,6,6,41.50,249.00
2657,1128,327,6,6,32.27,193.62
2658,1129,349,102,102,103.32,10538.64
2659,1130,405,6,6,146.38,878.28
2660,1130,412,60,60,133.58,8014.80
2661,1130,415,12,12,187.95,2255.40
2662,1131,458,12,12,104.82,1257.84
2663,1132,471,12,12,77.12,925.44
2664,1132,521,6,6,160.60,963.60
2665,1132,529,1,1,219.86,219.86
2666,1133,29,6,6,34.19,205.14
2667,1134,54,32,32,174.45,5582.40
2668,1135,71,12,12,47.22,566.64
2669,1136,103,12,12,177.87,2134.44
2670,1136,115,6,6,121.60,729.60
2671,1136,161,3,3,34.14,102.42
2672,1136,162,36,36,28.20,1015.20
2673,1137,185,12,12,41.78,501.36
2674,1137,222,6,6,25.26,151.56
2675,1137,227,12,12,16.07,192.84
2676,1137,236,36,36,26.15,941.40
2677,1138,243,10,10,155.97,1559.70
2678,1138,245,8,8,67.17,537.36
2679,1138,263,54,54,41.66,2249.64
2680,1139,280,24,24,64.28,1542.72
2681,1139,291,19,19,109.01,2071.19
2682,1139,322,6,6,12.44,74.64
2683,1139,325,18,18,25.42,457.56
2684,1140,358,6,6,90.00,540.00
2685,1140,367,36,36,161.16,5801.76
2686,1141,376,7,7,70.22,491.54
2687,1141,390,3,3,76.54,229.62
2688,1142,439,24,24,168.00,4032.00
2689,1142,447,2,2,73.51,147.02
2690,1142,448,6,6,34.04,204.24
2691,1143,545,12,12,222.27,2667.24
2692,1144,38,38,38,153.82,5845.16
2693,1145,208,6,6,31.27,187.62
2694,1145,223,42,42,45.71,1919.82
2695,1146,264,60,60,99.20,5952.00
2696,1147,463,12,12,125.38,1504.56
2697,1148,570,6,6,121.52,729.12
2698,1149,6,96,96,20.10,1929.60
2699,1149,13,24,24,25.84,620.16
2700,1149,18,24,24,25.72,617.28
2701,1150,39,48,48,156.51,7512.48
2702,1150,45,42,42,199.48,8378.16
2703,1150,59,36,36,231.01,8316.36
2704,1151,117,24,24,357.49,8579.76
2705,1151,133,12,12,582.93,6995.16
2706,1151,144,3,3,42.35,127.05
2707,1151,170,12,12,31.48,377.76
2708,1152,174,12,12,58.83,705.96
2709,1152,190,24,24,10.02,240.48
2710,1153,288,18,18,161.09,2899.62
2711,1153,323,36,36,59.53,2143.08
2712,1153,334,24,24,28.68,688.32
2713,1154,339,12,12,105.28,1263.36
2714,1154,366,5,5,96.06,480.30
2715,1155,501,24,24,91.11,2186.64
2716,1155,515,6,6,147.14,882.84
2717,1155,534,1,1,99.40,99.40
2718,1156,559,6,6,178.36,1070.16
2719,1157,10,7,7,36.75,257.25
2720,1157,11,48,48,39.25,1884.00
2721,1157,19,48,48,26.20,1257.60
2722,1158,43,36,36,293.78,10576.08
2723,1159,96,24,24,70.16,1683.84
2724,1160,122,48,48,222.45,10677.60
2725,1160,140,12,12,38.42,461.04
2726,1160,157,2,2,41.79,83.58
2727,1160,163,12,12,53.29,639.48
2728,1161,172,12,12,87.64,1051.68
2729,1161,184,24,24,16.61,398.64
2730,1161,198,24,24,42.98,1031.52
2731,1162,246,24,24,94.45,2266.80
2732,1162,268,12,12,63.01,756.12
2733,1163,306,18,18,17.48,314.64
2734,1164,384,30,30,55.69,1670.70
2735,1164,393,40,40,40.12,1604.80
2736,1165,452,2,2,46.72,93.44
2737,1166,516,60,60,54.93,3295.80
2738,1166,530,4,4,230.83,923.32
2739,1167,564,12,12,173.51,2082.12
2740,1168,7,18,18,10.98,197.64
2741,1168,15,42,42,19.97,838.74
2742,1168,20,1,1,49.15,49.15
2743,1168,21,12,12,37.58,450.96
2744,1169,116,12,12,132.78,1593.36
2745,1169,143,12,12,63.44,761.28
2746,1169,152,12,12,108.63,1303.56
2747,1169,168,12,12,59.74,716.88
2748,1170,181,24,24,79.52,1908.48
2749,1170,187,25,25,44.11,1102.75
2750,1170,188,12,12,20.57,246.84
2751,1170,189,24,24,25.66,615.84
2752,1170,203,84,84,30.56,2567.04
2753,1171,238,18,18,90.42,1627.56
2754,1171,259,26,26,113.90,2961.40
2755,1172,272,13,13,104.19,1354.47
2756,1172,299,24,24,190.31,4567.44
2757,1172,304,18,18,26.87,483.66
2758,1172,309,6,6,51.45,308.70
2759,1172,310,12,12,33.02,396.24
2760,1172,315,12,12,27.52,330.24
2761,1173,350,12,12,135.08,1620.96
2762,1173,354,24,24,188.46,4523.04
2763,1174,411,5,5,70.92,354.60
2764,1175,438,3,3,34.94,104.82
2765,1175,457,1,1,72.47,72.47
2766,1176,473,24,24,61.89,1485.36
2767,1176,478,7,7,66.00,462.00
2768,1177,539,6,6,301.45,1808.70
2769,1178,86,7,7,50.25,351.75
2770,1179,127,168,168,494.47,83070.96
2771,1179,128,12,12,291.91,3502.92
2772,1180,199,54,54,35.36,1909.44
2773,1180,221,12,12,22.18,266.16
2774,1181,260,57,57,79.02,4504.14
2775,1182,281,18,18,125.76,2263.68
2776,1182,328,6,6,91.69,550.14
2777,1182,336,19,19,114.09,2167.71
2778,1183,346,48,48,142.28,6829.44
2779,1184,371,16,16,128.28,2052.48
2780,1185,468,24,24,78.00,1872.00
2781,1186,498,12,12,56.08,672.96
2782,1186,510,4,4,76.54,306.16
2783,1187,587,1,1,34.54,34.54
2784,1188,17,36,36,19.25,693.00
2785,1189,72,19,19,103.58,1968.02
2786,1189,88,48,48,48.28,2317.44
2787,1190,114,29,29,196.91,5710.39
2788,1190,145,22,22,46.79,1029.38
2789,1190,150,12,12,20.29,243.48
2790,1190,156,24,24,72.15,1731.60
2791,1191,171,5,5,29.11,145.55
2792,1191,200,36,36,42.98,1547.28
2793,1192,302,48,48,214.74,10307.52
2794,1192,322,6,6,12.44,74.64
2795,1192,324,18,18,26.36,474.48
2796,1192,331,8,8,15.99,127.92
2797,1192,333,18,18,55.53,999.54
2798,1193,361,9,9,208.47,1876.23
2799,1194,372,1,1,57.76,57.76
2800,1194,391,6,6,56.21,337.26
2801,1194,396,1,1,100.05,100.05
2802,1194,422,6,6,108.09,648.54
2803,1194,425,18,18,78.64,1415.52
2804,1194,431,43,43,81.59,3508.37
2805,1195,488,24,24,106.80,2563.20
2806,1196,581,1,1,32.77,32.77
2807,1197,5,30,30,91.92,2757.60
2808,1197,9,48,48,43.31,2078.88
2809,1197,31,12,12,28.82,345.84
2810,1197,33,48,48,49.25,2364.00
2811,1198,53,108,108,165.75,17901.00
2812,1198,56,108,108,203.77,22007.16
2813,1198,63,60,60,179.97,10798.20
2814,1199,75,24,24,39.67,952.08
2815,1199,89,24,24,19.16,459.84
2816,1200,180,44,44,27.59,1213.96
2817,1200,226,12,12,40.86,490.32
2818,1201,244,7,7,80.68,564.76
2819,1201,252,4,4,71.51,286.04
2820,1201,256,6,6,162.95,977.70
2821,1202,314,28,28,60.32,1688.96
2822,1203,413,24,24,105.27,2526.48
2823,1203,421,12,12,265.96,3191.52
2824,1204,461,36,36,80.02,2880.72
2825,1205,561,4,4,172.62,690.48
2826,1206,8,96,96,56.16,5391.36
2827,1207,42,24,24,217.80,5227.20
2828,1207,44,96,96,218.99,21023.04
2829,1208,73,84,84,32.52,2731.68
2830,1209,137,12,12,36.69,440.28
2831,1209,153,59,59,68.27,4027.93
2832,1210,186,18,18,27.00,486.00
2833,1210,202,6,6,40.08,240.48
2834,1211,250,4,4,69.38,277.52
2835,1212,284,12,12,175.56,2106.72
2836,1212,305,54,54,37.54,2027.16
2837,1212,326,24,24,19.43,466.32
2838,1213,386,36,36,91.72,3301.92
2839,1213,401,9,9,60.00,540.00
2840,1214,447,2,2,73.51,147.02
2841,1214,455,12,12,84.00,1008.00
2842,1215,499,24,24,150.82,3619.68
2843,1216,16,24,24,50.86,1220.64
2844,1217,57,96,96,102.77,9865.92
2845,1217,65,12,12,386.37,4636.44
2846,1218,82,6,6,33.89,203.34
2847,1219,197,18,18,46.40,835.20
2848,1219,219,36,36,32.87,1183.32
2849,1220,243,10,10,155.97,1559.70
2850,1221,273,10,10,97.54,975.40
2851,1221,318,24,24,71.65,1719.60
2852,1221,332,6,6,42.49,254.94
2853,1222,340,6,6,148.97,893.82
2854,1223,420,5,5,50.50,252.50
2855,1224,442,48,48,42.26,2028.48
2856,1224,466,24,24,112.27,2694.48
2857,1225,482,12,12,87.66,1051.92
2858,1225,512,12,12,102.80,1233.60
2859,1225,532,6,6,105.68,634.08
2860,1226,552,6,6,162.56,975.36
2861,1226,563,6,6,277.48,1664.88
2862,1227,3,12,12,23.51,282.12
2863,1227,24,12,12,27.10,325.20
2864,1228,97,24,24,31.25,750.00
2865,1229,108,36,36,160.14,5765.04
2866,1229,113,6,6,252.71,1516.26
2867,1229,136,18,18,215.12,3872.16
2868,1229,158,18,18,53.37,960.66
2869,1230,224,2,2,46.71,93.42
2870,1231,275,12,12,128.45,1541.40
2871,1231,277,6,6,87.55,525.30
2872,1231,279,18,18,169.04,3042.72
2873,1231,290,6,6,124.57,747.42
2874,1231,330,42,42,84.58,3552.36
2875,1232,369,48,48,291.77,14004.96
2876,1233,428,18,18,68.35,1230.30
2877,1234,454,12,12,154.06,1848.72
2878,1235,509,3,3,123.77,371.31
2879,1236,535,6,6,217.43,1304.58
2880,1237,1,48,48,18.19,873.12
2881,1237,4,6,6,17.46,104.76
2882,1237,26,24,24,26.51,636.24
2883,1238,134,12,12,163.90,1966.80
